@relation '1 train'

@attribute station numeric
@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute hour numeric
@attribute temperature numeric
@attribute energy numeric

@data
1,2004,9,12,18,72,22583
1,2004,9,12,19,70,21749
1,2004,9,12,20,67,21045
1,2004,9,12,21,65,21065
1,2004,9,12,22,63,19081
1,2004,9,12,23,61,16743
1,2004,9,12,24,61,14368
1,2004,9,13,1,60,12410
1,2004,9,13,2,59,11573
1,2004,9,13,3,59,11073
1,2004,9,13,4,59,10926
1,2004,9,13,5,59,10967
1,2004,9,13,6,59,11915
1,2004,9,13,7,59,14619
1,2004,9,13,8,64,14955
1,2004,9,13,9,72,14199
1,2004,9,13,10,73,14411
1,2004,9,13,11,75,14678
1,2004,9,13,12,75,15282
1,2004,9,13,13,77,15948
1,2004,9,13,14,77,17016
1,2004,9,13,15,76,18190
1,2004,9,13,16,76,19852
1,2004,9,13,17,76,21248
1,2004,9,13,18,74,21417
1,2004,9,13,19,71,20934
1,2004,9,13,20,68,21193
1,2004,9,13,21,66,21685
1,2004,9,13,22,66,19750
1,2004,9,13,23,65,16695
1,2004,9,13,24,65,13749
1,2004,9,14,1,63,12201
1,2004,9,14,2,62,11377
1,2004,9,14,3,62,11057
1,2004,9,14,4,62,10837
1,2004,9,14,5,63,11040
1,2004,9,14,6,63,12207
1,2004,9,14,7,63,14829
1,2004,9,14,8,66,15344
1,2004,9,14,9,72,14043
1,2004,9,14,10,73,13989
1,2004,9,14,11,73,14465
1,2004,9,14,12,73,15068
1,2004,9,14,13,73,15682
1,2004,9,14,14,74,16418
1,2004,9,14,15,73,16232
1,2004,9,14,16,73,16783
1,2004,9,14,17,73,17770
1,2004,9,14,18,71,18396
1,2004,9,14,19,72,18386
1,2004,9,14,20,72,19040
1,2004,9,14,21,72,19932
1,2004,9,14,22,73,18511
1,2004,9,14,23,72,15706
1,2004,9,14,24,71,13427
1,2004,9,15,1,71,11787
1,2004,9,15,2,71,11037
1,2004,9,15,3,71,10764
1,2004,9,15,4,72,10347
1,2004,9,15,5,71,10697
1,2004,9,15,6,71,11877
1,2004,9,15,7,71,14336
1,2004,9,15,8,72,14792
1,2004,9,15,9,73,13869
1,2004,9,15,10,73,13866
1,2004,9,15,11,74,14306
1,2004,9,15,12,72,14499
1,2004,9,15,13,72,14920
1,2004,9,15,14,73,15497
1,2004,9,15,15,74,15517
1,2004,9,15,16,74,16943
1,2004,9,15,17,76,18283
1,2004,9,15,18,75,19130
1,2004,9,15,19,73,19001
1,2004,9,15,20,71,19180
1,2004,9,15,21,71,19889
1,2004,9,15,22,71,18211
1,2004,9,15,23,71,15555
1,2004,9,15,24,71,13194
1,2004,9,16,1,69,11842
1,2004,9,16,2,69,11068
1,2004,9,16,3,70,10609
1,2004,9,16,4,72,10441
1,2004,9,16,5,70,10579
1,2004,9,16,6,69,11820
1,2004,9,16,7,69,14254
1,2004,9,16,8,70,15021
1,2004,9,16,9,72,14341
1,2004,9,16,10,74,14392
1,2004,9,16,11,75,14657
1,2004,9,16,12,74,14923
1,2004,9,16,13,79,14885
1,2004,9,16,14,79,15037
1,2004,9,16,15,79,15685
1,2004,9,16,16,79,16385
1,2004,9,16,17,79,17285
1,2004,9,16,18,76,18269
1,2004,9,16,19,74,18519
1,2004,9,16,20,73,19318
1,2004,9,16,21,73,19662
1,2004,9,16,22,71,18525
1,2004,9,16,23,71,16090
1,2004,9,16,24,71,13885
1,2004,9,17,1,71,12432
1,2004,9,17,2,71,11782
1,2004,9,17,3,73,11421
1,2004,9,17,4,71,11369
1,2004,9,17,5,71,11715
1,2004,9,17,6,71,12951
1,2004,9,17,7,71,15753
1,2004,9,17,8,74,16590
1,2004,9,17,9,76,16204
1,2004,9,17,10,79,16345
1,2004,9,17,11,80,16496
1,2004,9,17,12,80,17036
1,2004,9,17,13,80,17001
1,2004,9,17,14,81,16573
1,2004,9,17,15,81,15315
1,2004,9,17,16,82,15844
1,2004,9,17,17,82,16960
1,2004,9,17,18,80,17646
1,2004,9,17,19,78,18082
1,2004,9,17,20,78,18616
1,2004,9,17,21,78,17869
1,2004,9,17,22,78,16671
1,2004,9,17,23,78,15117
1,2004,9,17,24,76,13500
1,2004,9,18,1,75,11859
1,2004,9,18,2,75,10904
1,2004,9,18,3,73,10221
1,2004,9,18,4,73,9824
1,2004,9,18,5,73,9801
1,2004,9,18,6,73,10093
1,2004,9,18,7,73,10845
1,2004,9,18,8,72,12097
1,2004,9,18,9,73,13694
1,2004,9,18,10,70,14727
1,2004,9,18,11,70,15838
1,2004,9,18,12,69,16180
1,2004,9,18,13,69,15654
1,2004,9,18,14,67,15795
1,2004,9,18,15,66,15630
1,2004,9,18,16,65,15747
1,2004,9,18,17,64,16106
1,2004,9,18,18,64,16323
1,2004,9,18,19,64,15944
1,2004,9,18,20,65,15918
1,2004,9,18,21,65,16139
1,2004,9,18,22,64,14662
1,2004,9,18,23,64,13119
1,2004,9,18,24,64,11559
1,2004,9,19,1,64,10259
1,2004,9,19,2,64,9302
1,2004,9,19,3,62,9026
1,2004,9,19,4,59,8840
1,2004,9,19,5,59,8774
1,2004,9,19,6,57,9103
1,2004,9,19,7,57,9909
1,2004,9,19,8,57,11534
1,2004,9,19,9,58,13766
1,2004,9,19,10,60,14851
1,2004,9,19,11,62,14584
1,2004,9,19,12,64,14361
1,2004,9,19,13,64,14454
1,2004,9,19,14,65,14604
1,2004,9,19,15,65,14861
1,2004,9,19,16,65,15272
1,2004,9,19,17,65,15635
1,2004,9,19,18,64,16085
1,2004,9,19,19,62,16042
1,2004,9,19,20,59,16591
1,2004,9,19,21,58,16844
1,2004,9,19,22,55,15017
1,2004,9,19,23,57,13196
1,2004,9,19,24,58,11428
1,2004,9,20,1,59,10445
1,2004,9,20,2,58,9983
1,2004,9,20,3,57,9659
1,2004,9,20,4,57,9663
1,2004,9,20,5,57,10015
1,2004,9,20,6,57,11633
1,2004,9,20,7,57,14453
1,2004,9,20,8,58,14960
1,2004,9,20,9,60,13956
1,2004,9,20,10,64,13742
1,2004,9,20,11,65,13353
1,2004,9,20,12,64,13069
1,2004,9,20,13,66,12676
1,2004,9,20,14,67,13107
1,2004,9,20,15,67,13305
1,2004,9,20,16,68,13595
1,2004,9,20,17,65,14362
1,2004,9,20,18,65,15203
1,2004,9,20,19,63,15501
1,2004,9,20,20,57,16739
1,2004,9,20,21,57,17103
1,2004,9,20,22,57,15472
1,2004,9,20,23,55,13348
1,2004,9,20,24,55,11716
1,2004,9,21,10,68,13547
1,2004,9,21,11,70,13237
1,2004,9,21,12,71,13238
1,2004,9,21,13,71,13158
1,2004,9,21,14,72,13452
1,2004,9,21,15,72,13880
1,2004,9,21,16,72,14880
1,2004,9,21,17,73,15847
1,2004,9,21,18,71,16800
1,2004,9,21,19,66,16906
1,2004,9,21,20,63,17804
1,2004,9,21,21,62,18167
1,2004,9,21,22,61,16380
1,2004,9,21,23,61,13699
1,2004,9,21,24,60,11951
1,2004,9,22,5,57,10003
1,2004,9,22,6,57,11620
1,2004,9,22,7,57,14592
1,2004,9,22,8,61,14775
1,2004,9,22,9,70,13591
1,2004,9,22,10,74,13410
1,2004,9,22,11,78,13810
1,2004,9,22,12,80,14047
1,2004,9,22,13,81,14931
1,2004,9,22,14,81,16019
1,2004,9,22,15,81,17217
1,2004,9,22,16,81,18955
1,2004,9,22,17,79,20820
1,2004,9,22,18,75,21962
1,2004,9,22,19,70,21940
1,2004,9,22,20,66,21578
1,2004,9,22,21,64,21204
1,2004,9,22,22,63,19205
1,2004,9,22,23,61,15812
1,2004,9,22,24,59,13552
1,2004,9,23,1,59,11853
1,2004,9,23,2,60,10910
1,2004,9,23,3,58,10413
1,2004,9,23,4,59,10186
1,2004,9,23,5,59,10393
1,2004,9,23,6,63,11808
1,2004,9,23,7,64,14543
1,2004,9,23,8,67,14785
1,2004,9,23,9,71,13922
1,2004,9,23,10,73,14052
1,2004,9,23,11,77,15046
1,2004,9,23,12,80,15768
1,2004,9,23,13,80,16713
1,2004,9,23,14,81,17867
1,2004,9,23,15,80,19151
1,2004,9,23,16,80,20054
1,2004,9,23,17,76,21206
1,2004,9,23,18,73,21594
1,2004,9,23,19,71,21075
1,2004,9,23,20,69,21367
1,2004,9,23,21,66,20449
1,2004,9,23,22,65,18164
1,2004,9,23,23,65,15777
1,2004,9,23,24,65,13359
1,2004,9,24,1,65,11715
1,2004,9,24,2,65,10903
1,2004,9,24,3,63,10544
1,2004,9,24,4,62,10329
1,2004,9,24,5,59,10485
1,2004,9,24,6,59,11710
1,2004,9,24,7,59,13943
1,2004,9,24,8,65,14822
1,2004,9,24,9,70,13970
1,2004,9,24,10,73,13951
1,2004,9,24,11,73,14283
1,2004,9,24,12,73,14850
1,2004,9,24,13,75,15815
1,2004,9,24,14,75,16746
1,2004,9,24,15,75,17489
1,2004,9,24,16,73,18242
1,2004,9,24,17,72,19315
1,2004,9,24,18,70,19648
1,2004,9,24,19,65,19495
1,2004,9,24,20,63,19155
1,2004,9,24,21,61,18703
1,2004,9,24,22,60,17195
1,2004,9,24,23,60,15258
1,2004,9,24,24,58,13222
1,2004,9,25,1,57,11643
1,2004,9,25,2,57,10721
1,2004,9,25,3,57,10235
1,2004,9,25,4,57,9926
1,2004,9,25,5,55,9827
1,2004,9,25,6,55,10194
1,2004,9,25,7,55,11300
1,2004,9,25,8,58,12888
1,2004,9,25,9,65,14459
1,2004,9,25,10,71,15488
1,2004,9,25,11,73,15801
1,2004,9,25,12,73,15961
1,2004,9,25,13,75,16413
1,2004,9,25,14,75,17185
1,2004,9,25,15,76,18280
1,2004,9,25,16,73,19386
1,2004,9,25,17,73,20150
1,2004,9,25,18,72,20068
1,2004,9,25,19,67,19248
1,2004,9,25,20,65,18952
1,2004,9,25,21,63,18635
1,2004,9,25,22,61,16685
1,2004,9,25,23,60,14437
1,2004,9,25,24,60,12627
1,2004,9,26,1,59,10949
1,2004,9,26,2,58,10044
1,2004,9,26,3,58,9674
1,2004,9,26,4,57,9410
1,2004,9,26,5,56,9389
1,2004,9,26,6,56,9514
1,2004,9,26,7,56,10134
1,2004,9,26,8,59,11898
1,2004,9,26,9,67,14760
1,2004,9,26,10,72,16040
1,2004,9,26,11,73,16165
1,2004,9,26,12,75,16807
1,2004,9,26,13,75,17266
1,2004,9,26,14,76,17636
1,2004,9,26,15,75,18224
1,2004,9,26,16,75,18808
1,2004,9,26,17,73,19410
1,2004,9,26,18,72,19404
1,2004,9,26,19,67,18912
1,2004,9,26,20,66,19293
1,2004,9,26,21,65,19046
1,2004,9,26,22,63,17109
1,2004,9,26,23,63,15260
1,2004,9,26,24,63,13378
1,2004,9,27,1,64,11959
1,2004,9,27,2,62,11138
1,2004,9,27,3,64,10587
1,2004,9,27,4,65,10358
1,2004,9,27,5,66,10635
1,2004,9,27,6,66,11850
1,2004,9,27,7,66,14514
1,2004,9,27,8,69,14961
1,2004,9,27,9,71,14049
1,2004,9,27,10,73,14035
1,2004,9,27,11,74,13912
1,2004,9,27,12,74,14067
1,2004,9,27,13,74,14154
1,2004,9,27,14,73,13975
1,2004,9,27,15,74,13932
1,2004,9,27,16,74,13198
1,2004,9,27,17,73,14163
1,2004,9,27,18,73,15904
1,2004,9,27,19,71,16813
1,2004,9,27,20,71,17866
1,2004,9,27,21,71,17302
1,2004,9,27,22,72,15727
1,2004,9,27,23,72,14066
1,2004,9,27,24,72,12013
1,2004,9,28,1,72,10871
1,2004,9,28,2,72,10467
1,2004,9,28,3,72,10127
1,2004,9,28,4,72,10141
1,2004,9,28,5,73,10424
1,2004,9,28,6,73,11802
1,2004,9,28,7,73,14502
1,2004,9,28,8,74,15523
1,2004,9,28,9,74,14985
1,2004,9,28,10,77,15004
1,2004,9,28,11,79,15195
1,2004,9,28,12,77,15076
1,2004,9,28,13,76,14962
1,2004,9,28,14,78,15147
1,2004,9,28,15,78,15287
1,2004,9,28,16,75,15279
1,2004,9,28,17,74,16133
1,2004,9,28,18,74,17042
1,2004,9,28,19,73,17426
1,2004,9,28,20,72,18394
1,2004,9,28,21,72,18815
1,2004,9,28,22,72,17403
1,2004,9,28,23,71,15023
1,2004,9,28,24,70,13040
1,2004,9,29,1,68,11499
1,2004,9,29,2,68,10706
1,2004,9,29,3,68,10204
1,2004,9,29,4,67,10167
1,2004,9,29,5,67,10061
1,2004,9,29,6,67,11425
1,2004,9,29,7,67,13792
1,2004,9,29,8,67,14458
1,2004,9,29,9,67,13545
1,2004,9,29,10,68,13445
1,2004,9,29,11,70,14040
1,2004,9,29,12,70,14624
1,2004,9,29,13,70,15058
1,2004,9,29,14,70,16044
1,2004,9,29,15,70,16818
1,2004,9,29,16,70,17699
1,2004,9,29,17,70,18504
1,2004,9,29,18,69,18740
1,2004,9,29,19,67,18464
1,2004,9,29,20,67,18926
1,2004,9,29,21,67,18706
1,2004,9,29,22,67,17380
1,2004,9,29,23,65,15005
1,2004,9,29,24,65,12805
1,2004,9,30,1,65,11088
1,2004,9,30,2,65,10406
1,2004,9,30,3,65,9988
1,2004,9,30,4,65,9926
1,2004,9,30,5,65,10104
1,2004,9,30,6,65,11385
1,2004,9,30,7,64,14190
1,2004,9,30,8,65,14802
1,2004,9,30,9,69,13594
1,2004,9,30,10,72,13284
1,2004,9,30,11,73,13392
1,2004,9,30,12,71,13671
1,2004,9,30,13,73,14357
1,2004,9,30,14,74,15061
1,2004,9,30,15,75,15145
1,2004,9,30,16,75,15751
1,2004,9,30,17,75,16880
1,2004,9,30,18,72,17497
1,2004,9,30,19,67,17692
1,2004,9,30,20,65,18522
1,2004,9,30,21,64,18487
1,2004,9,30,22,64,17125
1,2004,9,30,23,64,15079
1,2004,9,30,24,64,12879
1,2004,10,1,1,63,11135
1,2004,10,1,2,64,10221
1,2004,10,1,3,63,9910
1,2004,10,1,4,63,9869
1,2004,10,1,5,63,10011
1,2004,10,1,6,63,11210
1,2004,10,1,7,63,13918
1,2004,10,1,8,63,14582
1,2004,10,1,9,66,13725
1,2004,10,1,10,70,13405
1,2004,10,1,11,73,10331
1,2004,10,1,12,73,9919
1,2004,10,1,13,73,9796
1,2004,10,1,14,72,9837
1,2004,10,1,15,73,10493
1,2004,10,1,16,72,12248
1,2004,10,1,17,70,15276
1,2004,10,1,18,69,16223
1,2004,10,1,19,67,15275
1,2004,10,1,20,64,16266
1,2004,10,1,21,64,10791
1,2004,10,1,22,64,10355
1,2004,10,1,23,64,10282
1,2004,10,1,24,64,10514
1,2004,10,2,1,64,11053
1,2004,10,2,2,64,10275
1,2004,10,2,3,65,9875
1,2004,10,2,4,65,9768
1,2004,10,2,5,65,9601
1,2004,10,2,6,67,10087
1,2004,10,2,7,65,11168
1,2004,10,2,8,67,12360
1,2004,10,2,9,71,14080
1,2004,10,2,10,74,14941
1,2004,10,2,11,78,11377
1,2004,10,2,12,74,10843
1,2004,10,2,13,70,10661
1,2004,10,2,14,71,10617
1,2004,10,2,15,73,11062
1,2004,10,2,16,74,12900
1,2004,10,2,17,74,15549
1,2004,10,2,18,73,16297
1,2004,10,2,19,71,15231
1,2004,10,2,20,71,17555
1,2004,10,2,21,70,11454
1,2004,10,2,22,70,10971
1,2004,10,2,23,68,10831
1,2004,10,2,24,68,10944
1,2004,10,3,1,68,10837
1,2004,10,3,2,67,9928
1,2004,10,3,3,65,9412
1,2004,10,3,4,66,9215
1,2004,10,3,5,68,9193
1,2004,10,3,6,65,9482
1,2004,10,3,7,66,10137
1,2004,10,3,8,65,11648
1,2004,10,3,9,67,14079
1,2004,10,3,10,69,15136
1,2004,10,3,11,71,10580
1,2004,10,3,12,67,9358
1,2004,10,3,13,68,8889
1,2004,10,3,14,68,8688
1,2004,10,3,15,69,8825
1,2004,10,3,16,70,9126
1,2004,10,3,17,67,10654
1,2004,10,3,18,67,12924
1,2004,10,3,19,64,14649
1,2004,10,3,20,63,17213
1,2004,10,3,21,61,17077
1,2004,10,3,22,60,15317
1,2004,10,3,23,62,13875
1,2004,10,3,24,59,12153
1,2004,10,4,1,58,10878
1,2004,10,4,2,58,10296
1,2004,10,4,3,58,9935
1,2004,10,4,4,59,10005
1,2004,10,4,5,60,10197
1,2004,10,4,6,61,11485
1,2004,10,4,7,60,14034
1,2004,10,4,8,62,14586
1,2004,10,4,9,65,13596
1,2004,10,4,10,70,13817
1,2004,10,4,11,70,14064
1,2004,10,4,12,71,14115
1,2004,10,4,13,70,14237
1,2004,10,4,14,68,14660
1,2004,10,4,15,70,14925
1,2004,10,4,16,68,15669
1,2004,10,4,17,69,16788
1,2004,10,4,18,68,17557
1,2004,10,4,19,65,17297
1,2004,10,4,20,62,18147
1,2004,10,4,21,61,17960
1,2004,10,4,22,59,16285
1,2004,10,4,23,61,14082
1,2004,10,4,24,61,12016
1,2004,10,5,1,61,10713
1,2004,10,5,2,60,10163
1,2004,10,5,3,58,9934
1,2004,10,5,4,61,9936
1,2004,10,5,5,62,10260
1,2004,10,5,6,59,11664
1,2004,10,5,7,59,14457
1,2004,10,5,8,57,14731
1,2004,10,5,9,60,13875
1,2004,10,5,10,62,13582
1,2004,10,5,11,64,13425
1,2004,10,5,12,64,13042
1,2004,10,5,13,65,12748
1,2004,10,5,14,66,12749
1,2004,10,5,15,66,12854
1,2004,10,5,16,64,13280
1,2004,10,5,17,63,14110
1,2004,10,5,18,62,15037
1,2004,10,5,19,58,15399
1,2004,10,5,20,56,17052
1,2004,10,5,21,57,17184
1,2004,10,5,22,54,15725
1,2004,10,5,23,54,13659
1,2004,10,5,24,53,12032
1,2004,10,6,1,50,10903
1,2004,10,6,2,49,10376
1,2004,10,6,3,47,10162
1,2004,10,6,4,47,10182
1,2004,10,6,5,48,10559
1,2004,10,6,6,49,12310
1,2004,10,6,7,49,15277
1,2004,10,6,8,51,16054
1,2004,10,6,9,56,14712
1,2004,10,6,10,60,13918
1,2004,10,6,11,63,13566
1,2004,10,6,12,63,13022
1,2004,10,6,13,63,12711
1,2004,10,6,14,64,12393
1,2004,10,6,15,64,12316
1,2004,10,6,16,64,12887
1,2004,10,6,17,63,13887
1,2004,10,6,18,61,14882
1,2004,10,6,19,56,15385
1,2004,10,6,20,50,16851
1,2004,10,6,21,48,16919
1,2004,10,6,22,48,15774
1,2004,10,6,23,46,14029
1,2004,10,6,24,47,12267
1,2004,10,7,1,46,11073
1,2004,10,7,2,45,10614
1,2004,10,7,3,45,10279
1,2004,10,7,4,44,10509
1,2004,10,7,5,45,11104
1,2004,10,7,6,46,12935
1,2004,10,7,7,44,15934
1,2004,10,7,8,48,16594
1,2004,10,7,9,58,15292
1,2004,10,7,10,64,14341
1,2004,10,7,11,65,13843
1,2004,10,7,12,67,13335
1,2004,10,7,13,69,13053
1,2004,10,7,14,69,13114
1,2004,10,7,15,69,13068
1,2004,10,7,16,69,13604
1,2004,10,7,17,68,14553
1,2004,10,7,18,66,15136
1,2004,10,7,19,59,15277
1,2004,10,7,20,56,17268
1,2004,10,7,21,54,17206
1,2004,10,7,22,53,15865
1,2004,10,7,23,53,13938
1,2004,10,7,24,51,12221
1,2004,10,8,1,51,10891
1,2004,10,8,2,51,10242
1,2004,10,8,3,51,10405
1,2004,10,8,4,49,10356
1,2004,10,8,5,49,10873
1,2004,10,8,6,49,12709
1,2004,10,8,7,49,15769
1,2004,10,8,8,51,16649
1,2004,10,8,9,63,15454
1,2004,10,8,10,67,14690
1,2004,10,8,11,71,14193
1,2004,10,8,12,72,13686
1,2004,10,8,13,72,13302
1,2004,10,8,14,72,13261
1,2004,10,8,15,74,13345
1,2004,10,8,16,72,13778
1,2004,10,8,17,72,14697
1,2004,10,8,18,67,15243
1,2004,10,8,19,62,15205
1,2004,10,8,20,59,16311
1,2004,10,8,21,57,16072
1,2004,10,8,22,59,14902
1,2004,10,8,23,56,13244
1,2004,10,8,24,56,12015
1,2004,10,9,1,53,10779
1,2004,10,9,2,53,10182
1,2004,10,9,3,51,9823
1,2004,10,9,4,52,9816
1,2004,10,9,5,51,10062
1,2004,10,9,6,51,10485
1,2004,10,9,7,50,11814
1,2004,10,9,8,54,13475
1,2004,10,9,9,62,15166
1,2004,10,9,10,67,15603
1,2004,10,9,11,70,14940
1,2004,10,9,12,71,14361
1,2004,10,9,13,72,14154
1,2004,10,9,14,72,13817
1,2004,10,9,15,74,13409
1,2004,10,9,16,72,13772
1,2004,10,9,17,72,14250
1,2004,10,9,18,67,14908
1,2004,10,9,19,63,15516
1,2004,10,9,20,61,16272
1,2004,10,9,21,59,15793
1,2004,10,9,22,59,14601
1,2004,10,9,23,57,13093
1,2004,10,9,24,57,11531
1,2004,10,10,1,59,10275
1,2004,10,10,2,58,9401
1,2004,10,10,3,60,9087
1,2004,10,10,4,60,8982
1,2004,10,10,5,62,8951
1,2004,10,10,6,62,9168
1,2004,10,10,7,63,9987
1,2004,10,10,8,62,11793
1,2004,10,10,9,67,14448
1,2004,10,10,10,69,15627
1,2004,10,10,11,70,15327
1,2004,10,10,12,72,15087
1,2004,10,10,13,72,15212
1,2004,10,10,14,72,15679
1,2004,10,10,15,72,15668
1,2004,10,10,16,70,15843
1,2004,10,10,17,70,15932
1,2004,10,10,18,67,16277
1,2004,10,10,19,60,16450
1,2004,10,10,20,58,17403
1,2004,10,10,21,64,16610
1,2004,10,10,22,61,14820
1,2004,10,10,23,59,13415
1,2004,10,10,24,57,11621
1,2004,10,11,10,56,14862
1,2004,10,11,11,57,14141
1,2004,10,11,12,60,13764
1,2004,10,11,13,62,13310
1,2004,10,11,14,60,13349
1,2004,10,11,15,59,13303
1,2004,10,11,16,58,13609
1,2004,10,11,17,60,13938
1,2004,10,11,18,58,14922
1,2004,10,11,19,55,15849
1,2004,10,11,20,50,17345
1,2004,10,11,21,49,17270
1,2004,10,11,22,48,15877
1,2004,10,11,23,48,13714
1,2004,10,11,24,46,11949
1,2004,10,12,5,46,11114
1,2004,10,12,6,43,13335
1,2004,10,12,7,41,16464
1,2004,10,12,8,42,16985
1,2004,10,12,9,52,15068
1,2004,10,12,10,56,14395
1,2004,10,12,11,58,13672
1,2004,10,12,12,58,13257
1,2004,10,12,13,60,12938
1,2004,10,12,14,62,12894
1,2004,10,12,15,63,12634
1,2004,10,12,16,63,13235
1,2004,10,12,17,63,14131
1,2004,10,12,18,62,14890
1,2004,10,12,19,57,15449
1,2004,10,12,20,52,17043
1,2004,10,12,21,50,16748
1,2004,10,12,22,49,15818
1,2004,10,12,23,48,13580
1,2004,10,12,24,47,11565
1,2004,10,13,1,45,10365
1,2004,10,13,2,47,9941
1,2004,10,13,3,44,9781
1,2004,10,13,4,45,9969
1,2004,10,13,5,45,10549
1,2004,10,13,6,43,11716
1,2004,10,13,7,43,13857
1,2004,10,13,8,45,15399
1,2004,10,13,9,54,14157
1,2004,10,13,10,61,14089
1,2004,10,13,11,65,14419
1,2004,10,13,12,69,14140
1,2004,10,13,13,66,13766
1,2004,10,13,14,62,13645
1,2004,10,13,15,58,13391
1,2004,10,13,16,57,13957
1,2004,10,13,17,56,15239
1,2004,10,13,18,57,17044
1,2004,10,13,19,58,18305
1,2004,10,13,20,58,18409
1,2004,10,13,21,62,17835
1,2004,10,13,22,60,16777
1,2004,10,13,23,59,14692
1,2004,10,13,24,64,12758
1,2004,10,14,1,64,11487
1,2004,10,14,2,64,11021
1,2004,10,14,3,62,10883
1,2004,10,14,4,62,10953
1,2004,10,14,5,62,11279
1,2004,10,14,6,62,12939
1,2004,10,14,7,59,15658
1,2004,10,14,8,59,16017
1,2004,10,14,9,59,14685
1,2004,10,14,10,60,14014
1,2004,10,14,11,60,13528
1,2004,10,14,12,60,13108
1,2004,10,14,13,60,12878
1,2004,10,14,14,61,12923
1,2004,10,14,15,62,12725
1,2004,10,14,16,63,12845
1,2004,10,14,17,63,13656
1,2004,10,14,18,62,14884
1,2004,10,14,19,58,16002
1,2004,10,14,20,56,17231
1,2004,10,14,21,56,16710
1,2004,10,14,22,56,15651
1,2004,10,14,23,58,13833
1,2004,10,14,24,59,11975
1,2004,10,15,1,57,10652
1,2004,10,15,2,59,10118
1,2004,10,15,3,59,9920
1,2004,10,15,4,61,9989
1,2004,10,15,5,61,10373
1,2004,10,15,6,61,11903
1,2004,10,15,7,62,14903
1,2004,10,15,8,62,15752
1,2004,10,15,9,63,14643
1,2004,10,15,10,63,14186
1,2004,10,15,11,63,14354
1,2004,10,15,12,62,13791
1,2004,10,15,13,61,13112
1,2004,10,15,14,63,13040
1,2004,10,15,15,63,12709
1,2004,10,15,16,63,12824
1,2004,10,15,17,64,13153
1,2004,10,15,18,64,14127
1,2004,10,15,19,61,15503
1,2004,10,15,20,58,16686
1,2004,10,15,21,61,16100
1,2004,10,15,22,61,15391
1,2004,10,15,23,57,14176
1,2004,10,15,24,58,13011
1,2004,10,16,1,55,11852
1,2004,10,16,2,54,11415
1,2004,10,16,3,53,11248
1,2004,10,16,4,53,11380
1,2004,10,16,5,53,11589
1,2004,10,16,6,51,12362
1,2004,10,16,7,49,13825
1,2004,10,16,8,53,15712
1,2004,10,16,9,54,17167
1,2004,10,16,10,58,17459
1,2004,10,16,11,61,17416
1,2004,10,16,12,63,16908
1,2004,10,16,13,65,15637
1,2004,10,16,14,65,14635
1,2004,10,16,15,67,13519
1,2004,10,16,16,67,13561
1,2004,10,16,17,67,13757
1,2004,10,16,18,64,14355
1,2004,10,16,19,63,15587
1,2004,10,16,20,62,17172
1,2004,10,16,21,57,16754
1,2004,10,16,22,58,16047
1,2004,10,16,23,56,14845
1,2004,10,16,24,55,13689
1,2004,10,17,1,55,12798
1,2004,10,17,2,54,12195
1,2004,10,17,3,52,11995
1,2004,10,17,4,45,12233
1,2004,10,17,5,43,12434
1,2004,10,17,6,43,13003
1,2004,10,17,7,45,14329
1,2004,10,17,8,51,16537
1,2004,10,17,9,54,18515
1,2004,10,17,10,57,18254
1,2004,10,17,11,60,16925
1,2004,10,17,12,61,15620
1,2004,10,17,13,61,14841
1,2004,10,17,14,63,14113
1,2004,10,17,15,63,13736
1,2004,10,17,16,64,13376
1,2004,10,17,17,64,13037
1,2004,10,17,18,62,13762
1,2004,10,17,19,54,14771
1,2004,10,17,20,50,16661
1,2004,10,17,21,48,16605
1,2004,10,17,22,46,15613
1,2004,10,17,23,45,14284
1,2004,10,17,24,46,12951
1,2004,10,18,1,45,12143
1,2004,10,18,2,44,11909
1,2004,10,18,3,45,12079
1,2004,10,18,4,43,12341
1,2004,10,18,5,43,13167
1,2004,10,18,6,42,15703
1,2004,10,18,7,43,18893
1,2004,10,18,8,43,19176
1,2004,10,18,9,55,17573
1,2004,10,18,10,62,16902
1,2004,10,18,11,64,16489
1,2004,10,18,12,65,15481
1,2004,10,18,13,67,14365
1,2004,10,18,14,67,13920
1,2004,10,18,15,65,13247
1,2004,10,18,16,64,13279
1,2004,10,18,17,64,14255
1,2004,10,18,18,62,15707
1,2004,10,18,19,62,17217
1,2004,10,18,20,62,18059
1,2004,10,18,21,64,17698
1,2004,10,18,22,63,16382
1,2004,10,18,23,64,14461
1,2004,10,18,24,66,12553
1,2004,10,19,1,66,11521
1,2004,10,19,2,64,11106
1,2004,10,19,3,66,10938
1,2004,10,19,4,66,10838
1,2004,10,19,5,66,11225
1,2004,10,19,6,67,12788
1,2004,10,19,7,66,15621
1,2004,10,19,8,66,16074
1,2004,10,19,9,70,14691
1,2004,10,19,10,70,14450
1,2004,10,19,11,71,14217
1,2004,10,19,12,71,13549
1,2004,10,19,13,71,13595
1,2004,10,19,14,74,13406
1,2004,10,19,15,74,12891
1,2004,10,19,16,74,13322
1,2004,10,19,17,72,13750
1,2004,10,19,18,70,14907
1,2004,10,19,19,68,16399
1,2004,10,19,20,68,17451
1,2004,10,19,21,67,16785
1,2004,10,19,22,67,15304
1,2004,10,19,23,65,13505
1,2004,10,19,24,64,12022
1,2004,10,20,1,64,10760
